"POSTCODE";"CODE POSTAL"
"CITY";"VILLE"
"SALE1";"COMMERCIAL 1"
"SALE2";"COMMERCIAL 2"
"TEAM";"EQUIPE"
"STATE";"RAPPORT"
"no product";"AUCUN PRODUIT"
"Not defined";"NON DEFINI"
"no team";"AUCUNE EQUIPE"
"no telepro";"AUCUN TELEPRO"
"no sale";"AUCUN COMMERCIAL"
"no date";"AUCUNE DATE"
"Details";"Détails"
"Study sending date";"Date d'envoi de l'étude"
"Tax amount";"Montant TVA"
"Tax amount display for list";"Affichage du montant de TVA dans la liste"
"No product available.";"Aucun produit disponible."
"Team";"Equipe"
"#0# is not a number";"#0# n'est pas un nombre"
"Add product";"Ajouter un produit"
"Contract has been created.";"Le client a été créé."
"Phone already exits.";"Le téléphone existe déjà."
"Mobile already exits.";"Le portable exitse déjà."
"GPS coordinates can not be calculated by GoogleMap : Address should be wrong.";"Les coordonnées GPS ne peuvent être calculées par GoogleMap : l'adresse doit être érronée."
"Autocomplete list";"Liste auto complétée"
"Contracts";"Contrats"
"Turnover without tax";"Chiffre d'affaire sans taxe"
"Turnover tax amount";"Montant des taxes"
"TTC change by tax";"Changement TTC par la taxe"
"No product";"Aucun produit"
"Add icon";"Ajouter une image"
"Icon will be deleted. Confirm ?";"L'image va être supprimée. Confirmez vous ?"
"Change icon";"Changer d'image"
"PAYMENT";"PAIEMENT"
"No tax";"Aucune taxe"
"TVA Amount";"Montant de TVA"
"Tax rate";"Taux de taxe"
"On sale 1 change";"Sur le changement de commercial 1"
"On sale 2 change";"Sur le changement de commercial 2"
"Comments";"Commentaires"
"On delete";"Sur suppression"
"On creation";"Sur création"
"Sale 1 : {old} => {new}";"Commercial 1: {old} => {new}"
"Sale 2 : {old} => {new}";"Commercial 2: {old} => {new}"
"Contract created by ";"Contrat crée par "
"Contract has been deleted by ";"Contrat supprimé par "
"Nothing";"Aucun"
"No assistant";"Aucun assistant"
"No sale_2";"Aucun commercial"
"No sale_1";"Aucun commercial"
"No telepro";"Aucun télépro"
"No manager";"Aucun responsable"
"Closed date";"Date de cloture"
"No date";"Aucune date"
"With TVA";"Soumis à la TVA"
"Company, Customer";"Société, client"
"Customer";"Client"
"Advance";"Avance"
"Remove contracts";"Supprimer tous les contrats"
"Process";"Traiter"
"Multiple update";"Mise à jour multiple"
"Multiple processes";"Processus mise à jour multiple"
"[0] no selected element|[1]one selected element|(1,Inf]%s selected elements";"[0] aucun élément sélectionné|[1]un élément sélectionné|(1,Inf]%s éléments sélectionnés"
"Parameters";"Paramètres"
"Preview first SMS";"Affichage premier message"
"Send SMS to customer";"Envoi d'un SMS au client"
"Preview first SMS";"Pré-visualiser le premier SMS"
"Use date of installation";"Utiliser la date d'installation"
"INSTALL DATE";"Date installation"
"Billings";"Factures"
"Quotations";"Devis"
" by ";" par "
"Products by default";"Produits par défaut"
"Reference have been updated.";"La réference a été mise à jour."
"'Opc' date has to be above or equal [%s].";"La date 'opc' doit être supérieure ou égale à [%s]."
"Number of days for opc / opened date";"Nombre de jours pour la date 'opc' / date 'contrat'"
"Product already exists.";"Le produit existe déjà."
"at";"à"
"Opc date";"Date installation"
"Not defined";"Non défini"
"No teleprospector";"Aucun téléprospecteur"
"Polluter";"Pollueur"
"polluter";"pollueur"
"Affect team from telepro";"Affectation de l'équipe à partir des télépros"
"Teams from telepro have been updated.";"Les équipes des clients à partir des télépros ont été mises à jour."
"Multi - polluters";"Multi-polleurs"
"Polluters";"Pollueurs"
"Installers";"Installateurs"
"Created at";"Créé le"
"Default Team manager Email Model for change state";"Modèle Email par défaut pour le changement de rapport"
"Status if confirmed";"Rapport si confirmé"
"Status if not confirmed";"Rapport si non confirmé"
"Status for cancel";"Rapport pour annulation"
"Contract is unconfirmed.";"Le contrat est non confirmé."
"Status if blowing";"Rapport si soufflage"
"Status if unblowing";"Rapport si soufflage supprimé"
"Status if placement";"Rapport si placement"
"Status if unplacement";"Rapport si placement supprimé"
"Sale 2 : {old} => {new} by {user}";"Commercial 2: {old} => {new} par {user}"
"Sale 1 : {old} => {new} by {user}";"Commercial 1: {old} => {new} par {user}"
"Sale1";"Commercial1"
"Sale2";"Commercial2"
"Delete";"Suppression"
"Install status";"Rapport installation"
"Opc status";"Rapport OPC"
"Time state";"Rapport temps"
"Default Sales Email Model for state change";"Modèle par défaut pour l'email commerciaux pour changement de rapport"
"Models";"Modèles"
