"field_layer_type_id";"type de pose"
"Pre-meeting/Verifs/AH/Quotation/Billing document";"Document Prévisite/Vérif fiscal/AH/Devis/Facture"
"Number of people is invalid.";"Le nombre de personnes est invalide."
"No surface exists";"Aucune surface n'existe"
"No item affected.";"Aucun article affecté dans le contrat"
"Quoted Date of contract [%s] has to be equal to signature date of quotation [%s]";"La date du devis du contrat [%s] doit être égale à la date de signature du devis [%s]"
"Class";"Classe"
"Sector";"Secteur"
"Premeeting and Quoted at dates has to be below or equal today";"La date de prévisite et la date du devis doivent être inférieure ou égale à la date de signature"
"Signed Verif fiscal";"Verification fiscale signée"
"Quotation is incoherent. [%s]";"Le devis est incohérent. [%s]"
"surface_floor";"surface plancher"
"surface_top";"surface plafond"
"surface_wall";"surface murs"
"Product item doesn't exist for %s";"Article n'existe pas pour %s"
"Quotation total is incoherent. [%s] [%s]";"Le total du devis est incohérent. [%s] [%s]"
"Quotation rest in charge is incoherent. [%s] [%s]";"Le reste à charge du devis est incohérent. [%s] [%s]"
"Pre-meeting/Verifs/AH/Signed Quotation/Signed Billing documents";"Prévisite/Verifs/AH/Devis signé/Facture/Document signés"
"Quotation is not signed.";"Le devis n'est pas signé."
"Pre Meeting model";"Modèle pré-visite"
"Quotation total prime is incoherent. [%s] [%s]";"Le total de la prime du devis est incohérent. [%s] [%s]"
"Added price 102";"Prix supplémentaire 102"
"Added price 101";"Prix supplémentaire 101"
"Added price 103";"Prix supplémentaire 103"
"Rest in charge 102";"Reste à charge 102"
"Rest in charge 101";"Reste à charge 101"
"Rest in charge 103";"Reste à charge 103"
"Requests";"Demandes"
"Advance";"Accompte"
"Pack products";"Produits 'pack'"
"Boiler products";"Produits 'chaudière'"
"ANA tax";"Taxe ANA 'chaudière'"
"ANA pack tax";"Taxe ANA 'pack'"
"Number of parts";"Nombre de parts"
"field_pricing_id";"tarif"
"surface home emmy cp value";"surface total emy cp valeur"
"Cumac calculation has been done.";"Le calcul Cumac a été effectué."
"Cumac has been generated.";"Les CUMACs ont été générés."
"Settings model document ISO";"Configuration document model ISO"
"dashboard-customers-meeting-app-domoprime-10-requests";"Demandes"
"dashboard-customers-meeting-app-domoprime-10-simulations";"Simulation"
